7,9258
15,2754
15,3801
26,8755
38,7869
50,1193
132,9101
279,7508
326,4403
412,9060
442,733
445,3944
487,5234
539,776
556,5535
603,1685
701,5902
707,6497
725,8325
734,6745
765,8499
766,7121
866,1320
914,6842
947,8515
967,9028
990,5610
1015,3084
1018,2709
1032,5451
1148,7798
1199,7239
1199,8542
1223,1461
1227,6729
1246,9225
1248,8460
1262,6674
1306,2636
1339,4791
1345,1668
1371,2044
1390,6124
1413,3837
1413,8238
1434,8929
1453,5078
1471,8758
1474,2155
1526,8247
1561,2639
1564,8494
1599,4841
1607,6648
1616,8032
1638,5115
1643,9168
1687,3156
1693,3532
1694,6667
1810,4608
1846,4525
1911,4620
1925,3098
1973,7347
1996,7818
2018,3929
2060,2986
2090,2760
2111,2971
2129,5581
2131,2836
2138,6892
2138,7479
2181,7082
2182,4383
2227,8951
2265,3436
2278,8820
2297,5840
2297,8748
2312,4548
2312,8238
2320,8524
2335,8946
2359,5785
2456,6961
2483,4641
2487,4453
2489,8583
2504,5762
2538,9163
2540,3668
2560,3538
2562,8964
2613,9128
2618,2861
2621,6969
2627,7370
2648,6160
2665,2755
2668,6200
2669,9214
2674,3317
2711,8238
2716,5960
2729,4426
2740,8928
2761,5753
2796,5262
2796,6197
2840,4672
2858,6427
2858,7150
2863,4098
2869,5270
2877,4519
2882,7803
2883,7914
2883,9058
2891,3835
2919,9231
2926,7894
2929,7490
2940,6335
2940,8102
2953,7424
2959,8886
2986,8216
3027,4681
3034,8501
3052,6969
3053,5687
3061,8228
3061,9233
3070,4183
3095,6314
3112,4528
3121,8345
3121,8512
3121,8968
3121,9144
3123,4424
3136,3192
3149,6967
3162,3918
3162,6220
3167,6896
3172,4790
3181,6903
3181,7357
3233,6657
3234,4405
3254,9058
3259,3864
3264,8398
3267,7763
3272,5313
3292,3713
3311,6209
3312,4934
3317,3801
3404,4141
3405,4785
3410,8710
3421,6343
3423,5008
3457,8492
3461,3609
3468,5664
3468,7284
3478,4762
3490,7902
3500,8972
3538,5907
3548,4427
3551,7970
3590,4420
3598,8864
3604,7998
3609,7317
3640,5574
3647,4197
3654,8563
3696,4274
3697,5078
3701,7871
3701,8608
3709,3729
3720,7762
3728,7440
3741,7339
3766,4597
3766,8989
3824,9143
3825,8674
3835,6667
3842,8571
3868,6032
3875,6410
3890,7915
3906,6207
3913,4210
3913,6133
3914,7838
3918,5762
3922,6780
3935,4093
3964,7970
3970,6424
3992,7322
4009,9022
4011,8632
4014,6991
4016,6734
4018,7501
4022,5870
4023,5869
4053,8042
4065,7814
4076,6343
4080,6770
4080,7253
4099,6336
4103,5840
4104,4307
4110,8758
4111,6565
4118,6881
4133,4555
4144,8218
4156,7231
4189,9026
4207,5433
4210,9147
4211,6131
4213,8090
4228,5602
4229,8214
4230,5373
4248,7813
4248,9209
4259,7370
4265,7952
4268,9042
4269,4620
4301,6124
4304,8569
4307,5300
4319,8237
4332,8974
4334,8542
4349,5743
4352,7970
4353,6059
4363,7109
4384,4425
4393,6494
4423,4857
4425,4572
4425,4709
4425,5684
4425,8031
4426,8309
4455,7458
4483,5321
4485,5239
4489,5064
4496,8974
4518,8149
4518,8396
4558,5905
4562,9251
4563,5410
4565,7748
4572,7128
4582,7199
4585,5438
4590,9190
4591,6541
4591,8686
4624,8557
4626,5505
4649,6467
4662,7517
4665,7051
4667,8488
4670,7939
4675,7485
4675,8292
4680,8815
4683,4723
4686,5864
4692,8422
4695,5844
4705,5165
4713,7162
4718,8249
4727,8066
4730,5223
4754,8141
4768,8120
4768,8538
4773,8570
4774,9068
4774,9212
4780,6231
4793,4794
4793,5875
4798,6174
4798,9007
4823,5782
4823,8393
4826,6848
4841,5172
4844,8225
4845,5437
4865,7488
4866,6088
4867,5336
4875,9049
4878,7977
4884,9161
4891,5365
4891,8734
4895,8929
4919,9100
4926,8936
4933,9204
4959,9246
4962,6261
4972,8129
5002,8272
5003,6026
5012,7157
5014,5661
5029,8136
5030,7636
5041,6868
5056,5684
5062,6429
5076,8596
5084,7503
5103,5868
5107,5921
5108,6268
5109,5632
5115,9026
5125,8899
5160,9026
5168,6908
5172,7866
5181,5740
5190,5191
5190,7287
5191,8689
5197,6440
5198,8667
5219,6258
5231,6479
5232,5233
5240,6440
5240,8137
5257,8724
5269,6270
5272,8994
5285,7440
5286,8761
5296,6225
5303,7326
5307,6880
5308,7472
5311,5985
5313,6374
5321,6048
5321,6928
5339,6025
5358,7317
5358,8499
5366,8734
5373,7803
5373,8195
5390,6833
5392,9046
5398,8710
5405,6638
5406,7186
5409,8520
5451,8249
5454,6745
5463,6072
5463,7595
5466,5572
5466,6790
5469,6659
5476,8031
5483,9143
5512,8079
5517,8729
5535,9234
5543,5839
5549,8008
5558,7709
5565,8524
5584,8569
5605,6443
5623,8692
5631,8069
5632,6014
5635,5812
5639,7003
5645,7317
5652,8137
5655,8827
5675,8800
5680,9053
5684,6667
5684,8970
5686,6738
5687,7218
5691,6177
5694,5698
5694,7323
5698,7335
5716,7128
5716,9124
5725,6355
5726,9015
5733,6266
5733,6961
5739,6778
5739,7994
5751,9000
5761,8650
5771,8048
5774,6646
5775,7645
5777,6318
5778,8658
5782,6968
5785,6111
5785,6313
5785,7261
5785,8678
5786,6315
5795,6343
5811,8963
5812,9168
5824,7414
5826,8214
5830,6779
5848,7180
5848,9169
5856,9234
5875,6227
5875,7488
5887,5970
5890,6827
5895,7688
5912,7796
5913,7898
5921,8774
5943,7345
5944,7504
5954,7714
5962,9032
5969,6829
5970,8215
5971,6906
5985,7445
5992,8469
5997,6645
6008,7582
6011,7784
6015,9054
6028,6697
6033,8391
6036,9125
6045,6821
6045,9159
6060,7234
6076,6927
6081,6083
6087,6687
6092,8884
6112,7112
6112,7486
6122,6487
6131,7174
6133,7928
6146,7869
6163,7228
6174,8878
6177,7277
6179,8188
6192,9229
6200,8208
6207,8105
6218,7018
6218,7446
6218,7868
6237,6533
6247,8275
6258,7233
6258,8058
6259,8058
6262,8785
6269,9169
6283,7397
6283,8907
6289,6892
6292,6778
6294,6364
6300,9076
6306,8657
6308,8497
6322,8415
6322,9233
6323,7322
6336,7998
6337,9090
6339,7947
6339,9221
6345,6777
6371,8114
6373,8059
6395,6530
6397,6779
6401,7503
6401,8058
6410,8668
6417,9152
6431,7893
6432,7500
6440,7057
6441,8433
6446,6869
6454,6981
6471,8105
6489,8421
6492,9159
6493,8459
6493,9100
6496,8562
6512,6665
6534,6979
6539,8274
6570,7799
6570,8191
6590,8097
6595,8743
6595,8744
6596,8271
6602,7836
6609,8063
6611,7124
6615,8711
6615,8972
6618,9015
6622,8710
6630,7241
6636,8873
6638,7429
6641,7962
6658,7469
6672,9232
6688,8328
6693,6732
6699,7866
6708,8070
6708,8461
6713,9176
6727,7337
6733,9047
6738,8605
6739,7312
6739,8488
6746,7050
6748,8471
6750,8222
6764,6829
6790,9147
6807,8008
6807,8524
6812,8885
6827,9061
6843,8149
6844,6944
6848,6969
6852,6853
6855,7213
6858,7518
6877,7013
6879,8796
6889,8241
6892,8936
6908,8273
6916,8695
6918,8727
6921,8391
6930,8536
6934,9026
6939,8474
6970,8393
6985,8519
6986,8517
6986,8748
7014,8271
7023,9209
7023,9259
7034,8392
7073,7747
7074,7183
7074,8734
7083,9007
7083,9195
7085,9176
7092,7855
7100,8423
7100,9023
7159,7888
7160,9189
7166,9259
7167,7325
7168,7573
7180,9169
7187,8255
7188,8991
7193,8430
7197,8287
7214,7232
7229,8547
7233,8732
7250,8128
7250,8798
7258,9049
7270,8547
7284,9003
7318,9040
7323,9189
7327,7461
7334,7502
7345,7762
7345,8710
7348,8678
7351,8541
7353,8958
7357,7984
7368,9256
7370,8151
7377,8176
7380,8617
7380,8779
7400,9049
7401,8633
7420,8169
7445,9045
7473,8098
7475,8991
7497,9031
7504,8658
7516,8259
7516,9023
7520,8125
7522,7991
7533,7534
7534,8171
7538,7539
7553,8344
7571,8106
7590,7826
7597,9256
